station,day,max_temp_f,min_temp_f,precip_in,avg_wind_speed_kts,avg_wind_drct,min_rh,avg_rh,max_rh,max_wind_speed_kts
PHX,2015-05-30,105.0,74.0,0.0,4.658281,289.17673,5.4206,13.097804,28.2041,10.0
PHX,2015-05-31,107.0,78.0,0.0,5.0167713,260.25372,7.74804,13.4310055,26.5684,13.0
PHX,2015-06-01,105.0,78.0,0.0,7.8944793,241.40584,5.1773,10.949776,21.327,17.0
PHX,2015-06-02,104.0,76.0,0.0,7.6897273,268.8945,5.4322,11.929916,23.881,15.0
PHX,2015-06-03,102.0,74.0,0.0,6.8763103,268.2155,4.02181,9.569138,22.316,14.0
PHX,2015-06-04,97.0,73.0,0.0,8.192872,137.13834,5.6916,17.838491,38.391,15.0
PHX,2015-06-05,90.0,72.0,0.16,9.709294,82.171906,35.3361,55.358383,76.569,17.0
PHX,2015-06-06,97.0,73.0,0.03,7.018868,227.51047,7.24905,37.229843,84.2241,12.0
PHX,2015-06-07,100.0,71.0,0.0,5.077568,88.21515,6.98055,18.49253,39.439,10.0
PHX,2015-06-08,105.0,78.0,0.0,4.5870023,275.23175,8.63205,16.258444,26.386,10.0
PHX,2015-06-09,95.0,83.0,0.0001,5.9538784,210.15483,17.1676,39.741695,51.2489,14.0
PHX,2015-06-10,95.0,80.0,0.0001,7.2620544,279.9633,31.2875,47.36285,62.4018,12.0
PHX,2015-06-11,100.0,82.0,0.0,5.1802936,266.44946,12.936,25.215965,43.0701,14.0
PHX,2015-06-12,104.0,78.0,0.0,4.958071,289.3156,10.2716,16.926897,34.718,12.0
PHX,2015-06-13,105.0,80.0,0.0,7.041929,255.14636,10.92,15.23923,26.868,12.0
PHX,2015-06-14,107.0,83.0,0.0,5.4171906,258.3645,10.1377,16.528093,27.7884,12.0
PHX,2015-06-15,112.0,86.0,0.0,6.5744233,272.71704,8.71021,14.7477,25.7752,15.0
PHX,2015-06-16,112.0,85.0,0.0,5.7458034,283.38937,6.40599,14.523966,24.0703,12.0
PHX,2015-06-17,114.0,86.0,0.0,7.3542976,260.57452,6.7268,14.522917,28.9047,14.0
PHX,2015-06-18,115.0,86.0,0.0,6.616352,258.11557,6.15993,11.657694,22.4529,14.0
PHX,2015-06-19,114.0,85.0,0.0,5.947589,229.76956,2.23371,10.077179,25.7752,16.0
PHX,2015-06-20,112.0,80.0,0.0,5.5513625,267.6897,4.0802,9.820683,15.6348,11.0
PHX,2015-06-21,109.0,88.0,0.0,5.748428,276.02512,11.6281,20.817577,32.6684,10.0
PHX,2015-06-22,109.0,85.0,0.0,5.7714887,272.44556,6.66822,17.283644,32.1986,14.0
PHX,2015-06-23,111.0,87.0,0.0,6.2809224,272.42725,7.8454,15.354265,29.0682,15.0
PHX,2015-06-24,112.0,87.0,0.0,5.7672954,83.84944,5.58933,13.374713,22.4529,11.0
PHX,2015-06-25,110.0,90.0,0.0,8.067086,267.03244,9.41372,18.916288,27.7291,16.0
PHX,2015-06-26,107.0,89.0,0.0,8.767296,280.7592,15.0317,24.577545,39.0815,14.0
PHX,2015-06-27,108.0,90.0,0.01,8.595387,354.62952,16.3129,28.349176,48.5504,38.0
PHX,2015-06-28,110.0,87.0,0.0,6.4067087,217.53159,13.3858,26.236423,37.6857,18.0
PHX,2015-06-29,110.0,86.0,0.05,6.393431,268.8808,17.7724,29.559505,46.7745,14.0
PHX,2015-06-30,107.0,85.0,0.0,9.517819,262.57288,21.4614,35.5911,63.1423,15.0
PHX,2015-07-01,106.0,84.0,0.0,9.87631,254.22131,21.4614,35.39156,54.8971,15.0
PHX,2015-07-02,106.0,88.0,0.0,8.784067,253.08163,16.0713,26.041561,36.2543,12.0
PHX,2015-07-03,100.0,82.0,0.08,6.385744,176.16425,23.2407,37.295017,63.0313,18.0
PHX,2015-07-04,106.0,85.0,0.0,7.7610064,253.92238,17.2734,30.97209,49.6623,20.0
PHX,2015-07-05,102.0,84.0,0.0,9.371069,215.08972,21.0453,36.7853,54.8971,19.0
PHX,2015-07-06,104.0,78.0,0.0001,6.212439,263.06177,20.6291,38.055534,71.72285,14.0
PHX,2015-07-07,108.0,85.0,0.0,6.071279,281.6854,13.2663,26.486658,49.5066,13.0
PHX,2015-07-08,109.0,87.0,0.0,9.383648,223.10527,8.2363,16.169859,29.0682,18.0
PHX,2015-07-09,102.0,83.0,0.0,9.247379,202.84558,10.3385,15.341028,26.5203,17.0
PHX,2015-07-10,104.0,78.0,0.0,10.350803,219.8638,15.1745,22.595709,30.1912,21.0
PHX,2015-07-11,106.0,85.0,0.0,7.5744233,262.63635,11.7939,23.00546,34.7934,14.0
PHX,2015-07-12,106.0,84.0,0.0,5.077568,278.18524,10.7428,15.024055,28.0232,12.0
PHX,2015-07-13,108.0,88.0,0.0001,7.400419,229.38765,13.8523,25.467989,39.0815,13.0
PHX,2015-07-14,109.0,88.0,0.0,7.0202656,141.76816,14.1817,25.656937,37.6857,15.0
PHX,2015-07-15,106.0,87.0,0.0,7.4067087,197.01277,18.5983,25.92796,35.4019,17.0
PHX,2015-07-16,107.0,87.0,0.0,6.245283,220.3843,13.4885,22.944818,37.3055,13.0
PHX,2015-07-17,104.0,80.0,0.15,8.016072,158.15425,23.0436,33.84343,58.6546,15.0
PHX,2015-07-18,100.0,76.0,0.18,6.8050313,212.28891,28.6363,49.88539,94.143,18.0
PHX,2015-07-19,97.0,77.0,0.0,5.63522,246.83955,31.4116,50.883205,78.9629,12.0
PHX,2015-07-20,102.0,84.0,0.0,5.6457024,248.87895,25.5055,36.016483,52.7537,11.0
PHX,2015-07-21,106.0,85.0,0.0,5.832285,264.82635,16.9106,28.467785,44.748,12.0
PHX,2015-07-22,107.0,86.0,0.0,6.0104823,262.33893,10.953099,18.437037,30.0866,14.0
PHX,2015-07-23,105.0,84.0,0.0,4.192872,140.46602,13.976392,20.780445,45.044,11.0
PHX,2015-07-24,104.0,87.0,0.0,6.197065,268.2384,17.3539,32.31484,47.8308,12.0
PHX,2015-07-25,109.0,88.0,0.0,6.802935,274.30487,5.66307,14.08974,26.5372,16.0
PHX,2015-07-26,108.0,86.0,0.0,7.3892384,255.79274,6.96848,13.61368,24.0703,14.0
PHX,2015-07-27,106.0,86.0,0.0,7.1656184,278.10867,16.5948,22.900517,33.6156,14.0
PHX,2015-07-28,106.0,88.0,0.0,7.0587,255.27847,16.7285,27.630453,40.7407,26.0
PHX,2015-07-29,100.0,87.0,0.0,8.024459,95.85322,26.9674,36.557404,42.0151,24.0
PHX,2015-07-30,106.0,85.0,0.0,5.9161425,53.762703,18.5813,32.082134,49.6623,10.0
PHX,2015-07-31,110.0,78.0,0.72,6.825996,201.74379,18.3629,42.806087,82.0559,23.0
PHX,2015-08-01,103.0,80.0,0.0,4.63522,254.31181,21.3145,44.714054,74.148,8.0
PHX,2015-08-02,108.0,86.0,0.0,7.0670857,222.51718,12.7258,29.29905,51.4025,14.0
PHX,2015-08-03,110.0,87.0,0.0,6.071279,274.93924,10.6655,21.743784,36.1159,12.0
PHX,2015-08-04,111.0,88.0,0.0,6.215933,270.01718,8.79064,17.62456,30.3518,12.0
PHX,2015-08-05,112.0,89.0,0.0,5.9643607,275.64557,8.48497,16.326252,26.5203,10.0
PHX,2015-08-06,106.0,92.0,0.0,5.155136,173.2203,15.4116,27.846142,41.0402,13.0
PHX,2015-08-07,107.0,79.0,0.37,7.6974144,135.47768,20.9053,42.31045,76.3613,17.0
PHX,2015-08-08,102.0,80.0,0.0,4.658281,140.10619,24.2938,45.740993,71.9184,11.0
PHX,2015-08-09,107.0,86.0,0.0001,5.892383,138.23497,17.8384,32.43659,53.181,19.0
PHX,2015-08-10,105.0,87.0,0.0,5.1656184,143.64398,20.6394,32.174393,46.35,12.0
PHX,2015-08-11,97.0,76.0,0.22,6.7777777,108.06902,26.2184,43.22936,81.922,32.0
PHX,2015-08-12,108.0,80.0,0.0,4.784067,208.38109,18.5983,37.99923,69.2256,10.0
PHX,2015-08-13,114.0,89.0,0.0,4.90566,162.73169,10.5539,25.462564,43.6661,10.0
PHX,2015-08-14,117.0,93.0,0.0001,6.0125785,154.95001,11.8798,21.124323,33.5738,11.0
PHX,2015-08-15,115.0,93.0,0.0,4.5870023,206.2988,11.0289,20.659437,32.517,8.0
PHX,2015-08-16,112.0,93.0,0.0,8.218029,274.0915,16.12697,25.745813,42.5082,16.0
PHX,2015-08-17,108.0,91.0,0.0,9.610063,272.5691,20.2509,29.841702,37.3965,17.0
PHX,2015-08-18,107.0,88.0,0.0,7.226415,265.7053,16.9741,24.425238,36.4201,15.0
PHX,2015-08-19,107.0,86.0,0.0,6.190776,267.4263,16.5948,23.654911,35.9494,11.0
PHX,2015-08-20,107.0,88.0,0.0,5.9937105,268.23294,18.4416,28.938387,40.4396,12.0
PHX,2015-08-21,107.0,89.0,0.0,6.6897273,273.61896,20.6394,32.73935,43.8275,14.0
PHX,2015-08-22,105.0,88.0,0.0,6.578616,270.59158,19.1891,32.632923,48.2631,14.0
PHX,2015-08-23,107.0,87.0,0.0,5.5681343,141.15877,18.11,32.40713,44.6264,13.0
PHX,2015-08-24,108.0,88.0,0.0,6.0,124.491165,18.8376,29.078686,43.3689,10.0
PHX,2015-08-25,100.0,84.0,0.05,6.3473096,141.17027,26.2184,48.303837,67.6546,19.0
PHX,2015-08-26,106.0,84.0,0.0,5.6645703,108.252396,21.1922,35.300594,53.0308,9.0
PHX,2015-08-27,108.0,82.0,0.15,6.278127,120.372955,18.8376,40.483566,69.4343,33.0
PHX,2015-08-28,109.0,81.0,0.0,3.8679245,99.091705,14.7644,34.940407,58.6546,9.0
PHX,2015-08-29,111.0,80.0,0.13,5.8651295,133.77527,15.6297,32.54361,67.2191,26.0
PHX,2015-08-30,108.0,83.0,0.0001,7.1956673,119.95659,19.6051,37.24277,63.0313,22.0
PHX,2015-08-31,106.0,77.0,0.37,7.9531794,132.00708,19.9883,41.10602,78.4789,34.0
PHX,2015-09-01,99.0,79.0,0.0,4.3731656,109.29532,27.5535,45.03416,69.2256,9.0
PHX,2015-09-02,101.0,84.0,0.0,4.955975,101.50214,17.9306,32.861675,58.6546,11.0
PHX,2015-09-03,100.0,77.0,0.02,8.383648,139.84312,14.7027,43.283318,71.7228,31.0
PHX,2015-09-04,98.0,76.0,0.0,6.3731656,150.55716,28.1607,46.549706,66.358,11.0
PHX,2015-09-05,95.0,81.0,0.0,7.383648,141.29848,33.4372,47.380455,60.4858,14.0
PHX,2015-09-06,104.0,83.0,0.0,4.3102727,96.68896,21.1922,35.57379,54.6256,9.0
PHX,2015-09-07,98.0,85.0,0.0001,4.419287,118.05626,25.5055,34.257324,43.0701,11.0
PHX,2015-09-08,105.0,85.0,0.0,6.1698112,176.28175,18.5813,31.951717,51.6825,18.0
PHX,2015-09-09,96.0,84.0,0.0,5.4354486,266.20795,30.2611,43.489296,54.7739,12.0
PHX,2015-09-10,93.0,81.0,0.0001,7.018868,179.85246,34.5805,46.682762,59.135,16.0
PHX,2015-09-11,102.0,78.0,0.0,5.0545073,249.94888,22.6182,40.882404,66.4809,11.0
PHX,2015-09-12,107.0,83.0,0.0,5.077568,276.20187,18.5983,31.39736,50.9659,15.0
PHX,2015-09-13,103.0,78.0,0.27,6.889588,182.13922,17.8384,34.826183,71.7228,18.0
PHX,2015-09-14,98.0,76.0,0.11,6.357093,114.07296,28.4766,57.83333,84.9155,38.0
PHX,2015-09-15,97.0,79.0,0.0,5.677149,203.92369,25.3753,43.335976,74.0652,10.0
PHX,2015-09-16,98.0,78.0,0.0,7.1320753,194.98746,23.7318,35.527966,55.7042,13.0
PHX,2015-09-17,98.0,76.0,0.0,4.192872,39.739346,20.654,33.316677,51.7557,9.0
PHX,2015-09-18,101.0,77.0,0.0,3.8322852,303.04456,12.5166,26.067932,43.6849,7.0
PHX,2015-09-19,103.0,79.0,0.0,5.6184487,124.934456,12.936,21.87485,36.2543,14.0
PHX,2015-09-20,103.0,82.0,0.0,5.865828,126.50298,18.945,31.759092,48.9304,14.0
PHX,2015-09-21,92.0,76.0,0.0001,6.8008385,96.50078,40.604,59.777348,68.7828,18.0
PHX,2015-09-22,93.0,74.0,0.41,5.902865,102.46967,39.4689,62.470734,78.723,15.0
PHX,2015-09-23,97.0,72.0,0.0,3.0649896,192.31812,25.3753,46.946796,76.3059,6.0
PHX,2015-09-24,104.0,77.0,0.0,3.9937108,123.40618,17.2734,35.05457,57.8744,9.0
PHX,2015-09-25,103.0,82.0,0.0,8.1090145,111.96933,15.7302,28.215605,43.0701,14.0
PHX,2015-09-26,105.0,82.0,0.0,6.3354297,118.51143,15.6748,25.96237,38.391,14.0
PHX,2015-09-27,104.0,81.0,0.0,4.4905663,110.1092,15.2822,24.08527,31.5713,8.0
PHX,2015-09-28,104.0,80.0,0.0,4.7610064,187.25795,15.9157,28.206282,38.0838,9.0
PHX,2015-09-29,103.0,79.0,0.0,3.9412997,171.12938,15.6993,28.412462,43.5648,7.0
PHX,2015-09-30,106.0,78.0,0.0,4.5324945,106.24008,10.9531,24.557123,41.8585,8.0
PHX,2015-10-01,106.0,77.0,0.0,6.480084,134.11128,9.68197,19.848028,32.2217,12.0
PHX,2015-10-02,98.0,75.0,0.0,6.122016,256.22153,12.2991,22.789848,35.6693,15.0
PHX,2015-10-03,95.0,70.0,0.0,4.1509433,162.62476,11.4245,21.585281,37.8072,7.0
PHX,2015-10-04,95.0,70.0,0.02,10.566038,183.14594,20.2679,35.920113,78.4937,18.0
PHX,2015-10-05,89.0,68.0,0.07,8.702364,239.89233,31.104,45.666023,73.0935,18.0
PHX,2015-10-06,80.0,65.0,0.16,5.4716983,8.004894,46.4948,70.0427,87.0542,15.0
PHX,2015-10-07,83.0,64.0,0.0,3.2515724,302.56396,38.0008,58.544426,86.9986,8.0
PHX,2015-10-08,92.0,66.0,0.0,3.2704403,150.99008,22.8879,45.19461,72.8116,6.0
PHX,2015-10-09,95.0,74.0,0.0,6.6708593,103.02706,20.2387,33.591667,53.3662,14.0
PHX,2015-10-10,95.0,73.0,0.0,3.7777777,90.258064,24.1167,34.45704,47.890324,11.0
PHX,2015-10-11,98.0,74.0,0.0,4.2767296,200.48343,18.7982,33.71424,48.3407,9.0
PHX,2015-10-12,97.0,75.0,0.0,3.3501093,217.09605,21.7925,34.49842,51.4696,9.0
PHX,2015-10-13,98.0,75.0,0.0,3.731656,281.3288,21.0806,34.892685,49.8145,10.0
PHX,2015-10-14,100.0,76.0,0.0,3.9832284,126.720406,17.9306,32.442818,46.6366,8.0
PHX,2015-10-15,96.0,76.0,0.0,5.1614256,121.52117,19.4206,29.143667,43.2147,8.0
PHX,2015-10-16,97.0,74.0,0.02,8.220824,114.61043,20.9324,44.574173,70.8797,24.0
PHX,2015-10-17,89.0,72.0,0.02,7.821803,84.18179,31.4066,47.925114,68.568,14.0
PHX,2015-10-18,92.0,71.0,0.32,6.230608,123.954,32.9712,58.633957,81.7121,17.0
PHX,2015-10-19,86.0,68.0,0.0,3.5555556,145.73727,32.3647,60.988712,93.3839,8.0
PHX,2015-10-20,81.0,67.0,0.0001,6.193571,247.94287,37.2957,55.4864,73.3022,32.0
PHX,2015-10-21,77.0,64.0,0.0001,5.30608,132.62807,34.6141,58.63884,86.952,12.0
PHX,2015-10-22,79.0,61.0,0.0,3.36478,219.78261,33.3361,52.614765,75.1442,6.0
PHX,2015-10-23,84.0,63.0,0.0,3.2285116,177.14581,28.6044,48.304054,72.5256,11.0
PHX,2015-10-24,90.0,64.0,0.0,4.2767296,89.14937,16.5444,34.48137,64.8351,10.0
PHX,2015-10-25,88.0,69.0,0.0,4.6121593,105.482086,23.392,34.045254,46.1732,10.0
PHX,2015-10-26,91.0,67.0,0.0,3.2285116,247.32217,20.6923,37.940414,63.0756,7.0
PHX,2015-10-27,89.0,65.0,0.0,3.8805032,138.30992,15.2786,32.636715,52.2226,9.0
PHX,2015-10-28,87.0,68.0,0.0,4.402516,113.429565,19.4288,32.779495,48.7675,8.0
PHX,2015-10-29,81.0,65.0,0.06,8.064989,90.839005,26.868,47.096603,67.6882,20.0
PHX,2015-10-30,79.0,60.0,0.04,4.383648,4.3674445,23.5814,50.024223,92.5642,12.0
PHX,2015-10-31,83.0,57.0,0.0,3.5031447,206.98044,17.4458,36.216446,62.3257,8.0
PHX,2015-11-01,85.0,59.0,0.0,4.4486375,110.91426,19.4288,37.52635,57.5704,9.0
PHX,2015-11-02,88.0,61.0,0.0,5.7190776,112.27727,17.0032,35.184784,57.8443,9.0
PHX,2015-11-03,83.0,63.0,0.0001,10.719077,221.69305,26.32,34.026936,44.6436,21.0
PHX,2015-11-04,69.0,54.0,0.04,6.8679247,195.90338,31.8004,59.35421,83.2074,13.0
PHX,2015-11-05,66.0,50.0,0.0001,4.1320753,354.89905,30.3231,57.682407,89.1731,8.0
PHX,2015-11-06,74.0,48.0,0.0,3.9580712,274.17535,17.016,42.987156,70.9534,9.0
PHX,2015-11-07,80.0,50.0,0.0,2.490566,252.73302,16.444,34.370052,56.0514,10.0
PHX,2015-11-08,83.0,56.0,0.0,2.7002096,150.85669,19.1586,33.442036,47.862,9.0
PHX,2015-11-09,81.0,56.0,0.0,4.90566,120.533615,13.6855,36.98227,59.5762,9.0
PHX,2015-11-10,71.0,55.0,0.0,8.670859,252.15869,22.2123,35.431927,50.7183,19.0
PHX,2015-11-11,69.0,48.0,0.0,3.1194968,256.76016,17.2399,30.86923,48.3386,7.0
PHX,2015-11-12,77.0,46.0,0.0,2.8092244,68.40999,9.38454,27.893211,53.4674,10.0
PHX,2015-11-13,80.0,50.0,0.0,4.9895177,48.72526,8.92407,21.682894,39.7222,16.0
PHX,2015-11-14,78.0,52.0,0.0,3.2033544,140.557,12.8552,25.88524,39.7222,6.0
PHX,2015-11-15,66.0,57.0,0.17,5.6261353,119.28787,29.2033,60.017372,93.0771,11.0
PHX,2015-11-16,60.0,51.0,0.04,12.150944,265.81003,32.928,47.871323,83.3381,21.0
PHX,2015-11-17,63.0,45.0,0.0,4.209644,250.74889,25.2373,41.227085,62.8737,8.0
PHX,2015-11-18,66.0,45.0,0.0,3.7379456,103.13912,23.6763,47.88111,73.5946,7.0
PHX,2015-11-19,76.0,46.0,0.0,3.3542976,231.23232,22.316,47.23742,73.1847,8.0
PHX,2015-11-20,79.0,50.0,0.0,3.0356395,112.813156,15.8487,38.858784,59.5762,7.0
PHX,2015-11-21,82.0,50.0,0.0,6.8574424,54.09825,11.1757,29.658985,71.1855,14.0
PHX,2015-11-22,80.0,55.0,0.0,5.9161425,71.8212,13.4505,21.7434,43.8471,15.0
PHX,2015-11-23,81.0,54.0,0.0,2.3060796,119.26497,14.7167,30.941288,49.2596,12.0
PHX,2015-11-24,79.0,53.0,0.0,4.958071,109.922195,16.6823,35.698334,52.6135,10.0
PHX,2015-11-25,72.0,57.0,0.0,7.400419,66.160164,25.8487,32.500454,42.1428,12.0
PHX,2015-11-26,64.0,50.0,0.0,3.5639412,300.929,27.5262,41.581497,63.3341,10.0
PHX,2015-11-27,63.0,42.0,0.0,4.245283,20.895174,26.2205,42.67374,64.3466,8.0
PHX,2015-11-28,63.0,42.0,0.0,3.3228512,236.78891,24.4495,40.562935,59.928104,7.0
PHX,2015-11-29,62.0,41.0,0.0,3.144654,260.57532,22.178995,40.10389,64.3466,10.0
PHX,2015-11-30,61.0,39.0,0.0,2.683438,219.32727,16.9755,35.616497,59.501007,6.0
PHX,2015-12-01,65.0,38.0,0.0,2.8511531,172.3008,16.7219,33.957317,53.0317,5.0
PHX,2015-12-02,71.0,38.0,0.0,2.2641509,112.23173,9.16802,29.774942,54.813,6.0
PHX,2015-12-03,77.0,42.0,0.0,2.5324948,106.63755,7.59818,23.827765,43.4898,5.0
PHX,2015-12-04,73.0,47.0,0.0,3.6163523,116.72313,13.8576,25.596807,38.7422,8.0
PHX,2015-12-05,75.0,46.0,0.0,3.3962264,97.49258,10.5119,27.735672,49.1863,6.0
PHX,2015-12-06,79.0,44.0,0.0,2.0356395,93.90434,9.98047,25.922998,43.3411,5.0
PHX,2015-12-07,79.0,50.0,0.0,2.6415095,45.012146,10.5501,26.469028,44.4811,10.0
PHX,2015-12-08,75.0,48.0,0.0,3.2809224,97.28301,14.0987,30.343683,46.284,7.0
PHX,2015-12-09,73.0,49.0,0.0,3.4486372,97.75125,17.922,32.909763,45.9679,8.0
PHX,2015-12-10,78.0,50.0,0.0,4.4968553,107.12942,16.4252,35.507256,56.0514,9.0
PHX,2015-12-11,67.0,54.0,0.03,5.4486375,161.79329,33.7451,41.157192,69.0806,12.0
PHX,2015-12-12,62.0,46.0,0.02,8.405311,271.6796,39.0091,66.57205,86.3033,21.0
PHX,2015-12-13,61.0,40.0,0.0,3.8993711,114.25127,27.2146,61.22308,92.5904,7.0
PHX,2015-12-14,55.0,43.0,0.16,7.1097136,254.86769,39.7222,60.91687,89.5622,13.0
PHX,2015-12-15,55.0,37.0,0.0,3.4842768,208.59946,31.0913,60.085373,88.6626,8.0
PHX,2015-12-16,56.0,35.0,0.0,3.0712788,148.39653,28.2483,54.773838,81.7205,8.0
PHX,2015-12-17,58.0,36.0,0.0,2.5995808,96.565506,26.5897,51.17635,69.856,7.0
PHX,2015-12-18,71.0,38.0,0.0,3.2452831,96.49301,16.2628,43.537537,69.9581,8.0
PHX,2015-12-19,66.0,47.0,0.0,3.6289308,115.335686,24.7349,38.271206,53.6295,8.0
PHX,2015-12-20,65.0,44.0,0.0,4.192872,1.8742828,33.7451,49.041187,63.132,8.0
PHX,2015-12-21,62.0,43.0,0.0,3.4192872,109.92209,30.7976,53.084076,73.5946,8.0
PHX,2015-12-22,57.0,45.0,0.0,6.5450735,91.42136,43.3576,63.0429,73.8872,13.0
PHX,2015-12-23,67.0,53.0,0.0,4.4486375,83.18862,54.0127,69.039955,82.9414,8.0
PHX,2015-12-24,67.0,52.0,0.0,4.69392,69.88576,48.1659,67.88437,89.2615,8.0
PHX,2015-12-25,61.0,43.0,0.0,6.6708593,250.5006,14.84,46.687904,86.0182,15.0
PHX,2015-12-26,56.0,37.0,0.0,11.102725,355.78848,12.9714,26.214825,45.5833,21.0
PHX,2015-12-27,59.0,35.0,0.0,2.4360588,247.68372,16.0321,27.204197,45.2552,6.0
PHX,2015-12-28,59.0,38.0,0.0,3.3291404,118.68226,26.9024,42.247993,57.0388,10.0
PHX,2015-12-29,56.0,42.0,0.0,4.2997904,290.3945,32.4579,45.370396,57.3458,12.0
PHX,2015-12-30,60.0,37.0,0.0,3.6519916,155.31665,21.7558,43.670723,64.2866,6.0
PHX,2015-12-31,62.0,35.0,0.0,3.125786,271.2635,22.0511,39.482857,64.029,8.0
PHX,2016-01-01,67.0,36.0,0.0,1.1551362,216.41185,26.8106,41.871162,59.2215,6.0
PHX,2016-01-02,70.0,47.0,0.0,7.341719,90.51566,22.2572,38.23664,54.1539,15.0
PHX,2016-01-03,72.0,53.0,0.0,7.9832287,84.50752,23.1075,33.026463,46.4556,14.0
PHX,2016-01-04,62.0,53.0,0.27,7.264151,104.88747,31.8521,62.00515,92.9613,15.0
PHX,2016-01-05,57.0,52.0,0.11,7.0726767,106.04139,80.4037,88.551865,96.7569,10.0
PHX,2016-01-06,60.0,50.0,0.15,6.329839,180.20888,47.3885,69.685165,93.0196,12.0
PHX,2016-01-07,54.0,47.0,0.6,5.463312,145.62306,66.175,83.23911,92.8699,16.0
PHX,2016-01-08,56.0,45.0,0.0001,3.7547169,232.99748,54.5089,73.769775,88.99294,10.0
PHX,2016-01-09,59.0,41.0,0.0,3.4968553,94.14159,43.6749,71.678024,92.6533,6.0
PHX,2016-01-10,56.0,44.0,0.0,4.371069,166.16663,46.7686,67.27746,83.0928,8.0
PHX,2016-01-11,61.0,40.0,0.0,2.6645703,200.2692,22.7678,59.314747,92.5904,6.0
PHX,2016-01-12,66.0,38.0,0.0,3.9643605,71.42627,15.0126,43.917095,73.1908,13.0
PHX,2016-01-13,66.0,40.0,0.0,2.7421384,122.558655,18.4672,43.581947,76.3232,7.0
PHX,2016-01-14,64.0,41.0,0.0,4.245283,100.69279,27.3846,49.632477,70.2012,7.0
PHX,2016-01-15,60.0,43.0,0.0,5.6708593,83.66297,34.3356,54.990005,73.5946,13.0
PHX,2016-01-16,62.0,40.0,0.0,3.2935011,146.97339,33.425,55.204357,82.0931,6.0
PHX,2016-01-17,68.0,44.0,0.0,3.461216,110.413155,29.3921,54.06192,76.1625,8.0
PHX,2016-01-18,68.0,45.0,0.0,3.9874213,116.25153,27.1468,51.339134,73.7934,10.0
PHX,2016-01-19,69.0,43.0,0.0001,4.0,87.69323,25.0368,46.531544,73.5946,13.0
PHX,2016-01-20,72.0,47.0,0.0,3.3773584,160.83614,29.874,50.595566,73.7934,8.0
PHX,2016-01-21,71.0,43.0,0.0,3.9937108,46.968304,10.9342,35.6656,68.2778,17.0
PHX,2016-01-22,76.0,45.0,0.0,2.5157232,86.420334,10.1383,26.589334,45.7946,11.0
PHX,2016-01-23,73.0,51.0,0.0,4.383648,168.42792,13.8576,28.139051,46.284,9.0
PHX,2016-01-24,67.0,45.0,0.0,4.486373,241.71779,20.3614,38.990604,62.8737,9.0
PHX,2016-01-25,67.0,48.0,0.0,3.9937108,107.00261,20.7761,36.924942,54.1539,11.0
PHX,2016-01-26,71.0,42.0,0.0,4.251572,24.382658,9.31398,21.907381,50.9361,8.0
PHX,2016-01-27,70.0,43.0,0.0,4.2997904,43.576958,9.45465,21.505909,38.2317,9.0
PHX,2016-01-28,72.0,46.0,0.0,3.587002,147.47227,13.1257,29.847464,51.0338,8.0
PHX,2016-01-29,72.0,45.0,0.0,3.8322852,114.894875,17.6671,34.652798,51.5491,9.0
PHX,2016-01-30,74.0,47.0,0.0,4.8385744,96.924644,16.5219,35.12437,58.0651,10.0
PHX,2016-01-31,76.0,49.0,0.18,9.412998,177.99094,21.087013,38.724358,86.413,25.0
PHX,2016-02-01,55.0,45.0,0.0,13.197065,257.08398,35.8891,42.502384,48.3386,22.0
PHX,2016-02-02,55.0,37.0,0.0,7.2578616,273.07263,14.196,37.034344,67.2085,13.0
PHX,2016-02-03,57.0,34.0,0.0,2.5157232,41.738487,17.9179,37.986526,66.9665,5.0
PHX,2016-02-04,64.0,38.0,0.0,5.041929,22.705713,10.2649,25.724737,48.2118,13.0
PHX,2016-02-05,69.0,39.0,0.0,4.119497,58.933025,11.8242,25.3768,48.7017,9.0
PHX,2016-02-06,74.0,43.0,0.0,4.4675055,65.50944,8.26405,23.14815,46.7295,16.0
PHX,2016-02-07,79.0,47.0,0.0,3.731656,358.422,11.0483,23.238737,43.6651,8.0
PHX,2016-02-08,85.0,50.0,0.0,5.9119496,62.27296,8.3045,20.764585,42.7176,14.0
PHX,2016-02-09,86.0,59.0,0.0,7.3291407,63.488773,7.71683,16.508791,25.8852,14.0
PHX,2016-02-10,86.0,54.0,0.0,3.5073376,97.2383,10.2894,20.520962,36.9599,12.0
PHX,2016-02-11,85.0,55.0,0.0,3.7547169,113.06457,11.506,26.676245,43.5309,9.0
PHX,2016-02-12,87.0,55.0,0.0,4.5870023,126.01848,8.73212,26.173044,48.4689,8.0
PHX,2016-02-13,87.0,53.0,0.0,3.7484276,124.7511,9.03943,25.476538,43.2128,9.0
PHX,2016-02-14,82.0,52.0,0.0,3.8155136,135.54472,12.0451,26.815382,48.16,8.0
PHX,2016-02-15,85.0,52.0,0.0,2.7714884,226.70862,11.082,25.508972,45.2647,7.0
PHX,2016-02-16,87.0,55.0,0.0,3.8197064,67.271095,11.3246,26.667175,48.4689,8.0
PHX,2016-02-17,90.0,57.0,0.0,4.825996,109.164566,11.1193,25.53084,42.1428,8.0
PHX,2016-02-18,82.0,57.0,0.0,6.023061,83.05401,12.2376,25.108536,42.1428,10.0
